[sitemap] 商品 5711 个，分类 120 个
[scan] 选中分类 vfx, vfx/particles, vfx/particles/spells, vfx/particles/fire-explosions, vfx/particles/environment, vfx/shaders, tools/particles-effects ⇒ 345 个商品
[scan] 需抓 343 个商品页（缓存已有 2）
  25/343  8s  (3.00 个/秒)
  50/343  16s  (3.10 个/秒)
  75/343  24s  (3.17 个/秒)
  100/343  33s  (3.05 个/秒)
  125/343  41s  (3.05 个/秒)
  150/343  47s  (3.18 个/秒)
  175/343  54s  (3.24 个/秒)
  200/343  61s  (3.27 个/秒)
  225/343  67s  (3.36 个/秒)
  250/343  74s  (3.36 个/秒)
  275/343  84s  (3.28 个/秒)
  300/343  90s  (3.34 个/秒)
  325/343  99s  (3.28 个/秒)
  343/343  104s  (3.31 个/秒)
[result] 341 条命中（缓存总量 345）

id         名称                         价格       团结引擎版本                 分类/发布者
      17 款採用粒子系統製作的風格化盾牌，涵蓋火焰、水、血液、電力等多種元素！
  20006874  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006874
      37 種風格化的爆炸效果，例如地面爆炸、空中爆炸、核彈爆炸、煙霧、垂直爆炸等等。
  20006878  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006878
      20 種獨特的劍擊，包括水、火、冰、土、墨、虛空、星河、電、毒、血、自然等等。
  20006882  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006882
      11 個採用粒子系統製作的獨特推進器。
  20006703  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006703
      50 種卡通投射物，包括法術、炸彈、子彈、火球、水球、漆彈等等。
  20006883  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006883
      使用粒子系統製作了 1300 多個 VFX，包括一體化彈道、魔法能力、範圍攻擊、劍擊、命中和衝擊、槍口、雷射光束、戰利品掉落、標記和提示、球體、推進器、護盾和爆炸等等，更多精彩內容即將推出！
  20004867  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20004867
      适用于 Unity 的轻量级低多边形火焰 VFX 包，具有​​ 5 种颜色变化、优化的粒子效果以及适用于移动、PC 和休闲游戏的轻松拖放设置。
  20006902  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006902
      19種土宗能力完全透過視覺效果圖實現。
  20006903  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006903
      10 個完全使用視覺效果圖和著色器圖產生的程式化電力效果。
  20006904  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006904
      12種火焰攻擊技能完全透過視覺效果圖實現。
  20006905  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006905
      超過 140 種煙火效果，使其成為有史以來最完整的煙火包，完全使用視覺效果圖製作，因此您可以更輕鬆地進行自訂。
  20006906  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006906
      5 個火焰噴射器特效完全使用視覺特效圖製作。
  20006907  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006907
      11 次地面斬擊完全使用視覺特效圖完成。
  20006909  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006909
      18 個打擊和衝擊效果完全使用視覺特效圖完成
  20006910  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006910
      25 個打擊和衝擊效果完全使用視覺特效圖完成。
  20006911  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006911
      9 種完全使用視覺特效圖製作的風格化冰系攻擊。
  20006912  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006912
      12 個蒙皮網格渲染器的升級效果完全使用視覺效果圖完成。
  20006913  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006913
      12 個完全使用視覺效果圖實現的閃電特效。
  20006915  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006915
      18 次閃電效果完全使用視覺特效圖製作。
  20006927  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006927
      25 種掉落物特效完全使用視覺特效圖製作。
  20006928  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006928
      12 個魔法球完全使用視覺特效圖製作。
  20006886  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006886
      130 多個特效全部使用視覺特效圖和著色器圖完成。
  20006887  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006887
      100 多個特效全部使用視覺特效圖和著色器圖完成。
  20006888  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006888
      75 個特效全部使用視覺效果圖和著色器圖完成。
  20006901  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006901
      100 多個特效全部使用視覺效果圖和著色器圖完成。
  20006929  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006929
      13 個完全使用視覺效果圖製作的流星雨特效
  20006930  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006930
      10 個槍口特效完全使用視覺特效圖完成。
  20006931  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006931
      12個範圍爆炸的球體完全透過視覺效果圖實現。
  20006932  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006932
      10 個完全使用視覺效果圖製作的傳送門特效。
  20006933  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006933
      12. 完全使用視覺效果圖完成的程序化電子特效。
  20006935  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006935
      12 個科幻護盾特效完全使用視覺效果圖和著色器圖來實現。
  20006938  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006938
      14 個完全使用視覺特效圖製作的風格化雷射光束。
  20006939  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006939
      19 個完全使用視覺效果圖製作的風格化球體。
  20006940  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006940
      12 個風格化的斜線，完全使用視覺效果圖完成。
  20006941  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006941
      33 種完全使用視覺效果圖實現的風格化煙霧效果
  20006943  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006943
      16 個風格化的龍捲風特效，完全使用視覺效果圖和著色器圖來實現。
  20006944  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006944
      21 個召喚特效完全使用視覺特效圖製作。
  20006946  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006946
      10次​​劍擊完全由視覺特效圖完成。
  20007065  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20007065
      27 次劍擊完全使用視覺特效圖完成。
  20007067  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20007067
      42 完全使用視覺效果圖和著色器圖來產生程式產生的液體粒子效果。
  20007068  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20007068
      8 個完全使用視覺特效圖製作的風格化水波。
  20006884  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20006884
      480 個特效完全使用視覺效果圖和著色器圖完成。
  20007069  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20007069
      10 個完全使用視覺特效圖實現的垂直光束攻擊。
  20007070  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20007070
      12 個垂直傳送門或增益效果完全透過視覺效果圖實現。
  20007071  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20007071
      19 種武器特效完全使用視覺特效圖製作。
  20007077  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20007077
      這是一個專注於MOBA角色「雷霆領主」視覺特效的專案。它是本課程的成果，課程內容是創造一套魔法技能。因此，該資源包含每個技能的兩個版本。所有特效均使用VFX Graph製作完成。
  20001288  https://assetstore.u3d.cn/packages/vfx/shaders/fullscreen-camera-effects/assetstore-package-20001288
      Volumetric Fog & Mist 2 是一款顶级高性能体积极雾解决方案，能以极低操作成本为你的 Unity 场景带来电影级沉浸式薄雾与大气深度，视觉冲击力拉满。
  20001787  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001787
      Volumetric Lights 2 为您的场景添加下一代照明效果，具有先进的特性，如阴影缓存、半透明阴影贴图和直接投射照明。
  20002308  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20002308
      It provides high-quality interactive simulations of Translucent/transparent volumetric liquid in closed small container and also is a powerful supplem
  20001106  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20001106
      主要用于游戏开发的传送，或者出生点特效。
  20002474  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20002474
      帮助您轻松制作游戏。
  20000191  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20000191
      在你的 Unity 场景中添加唯美光柱效果！ 自定义编辑器让设置轻松便捷，独特着色器实现与环境的无缝视觉融合。针对移动设备和 VR 平台进行了优化。
  20000894  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20000894
      用 专业剑斩特效 提升您的动作场景 —— 这是一个为 Unity 打造的动态特效资源，提供高保真、风格化的剑斩粒子特效。
  20003531  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003531
      这个插件可以将文字和照片转换为粒子效果，并展示出来！
  20002345  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002345
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20005692  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20005692
      可用于虚拟仿真的项目或是部分游戏项目
  20002243  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002243
      15 种独特的风格化传送门特效，适用于所有渲染管线！
  20003882  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20003882
      在2D场景中实现卡牌或扑克牌的3D旋转效果
  20000311  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20000311
      简单高效的体积光解决方案，兼容所有平台：Windows PC、Mac OS X、Linux、WebGL、iOS、Android、VR、Oculus Quest、AR、主机、内置/传统渲染管线、SRP（URP 和 HDRP）！
  20002264  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002264
      介绍我们的 LEVEL UP 角色系列！ 每个角色包含 3 种不同变身形态，每个阶段都拥有引人入胜的设计。 通过查看我们的其他角色，为你的游戏带来更丰富的深度与成长感。不要错过让你的游戏开发升级的机会——LEVEL UP 系列帮你轻松实现！
  20002282  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002282
      本资源包包含 17 个可直接使用的游戏 VFX，涵盖多种魔法风格，为你的游戏增添丰富变化，包括冰、火、水、电击等效果！ 所有 VFX 都经过优化，可在移动设备和主机上流畅运行。 兼容标准渲染管线（Standard）、通用渲染管线（URP）以及高清渲染管线（HDRP）。
  20005739  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20005739
      可用于虚拟仿真的项目或是部分游戏项目
  20003611  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003611
      这个效果是在屏幕上按顺序绘制六边形，让六边形做出波浪滚动的效果
  20002256  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002256
      该资源包包含大量即用型游戏特效（VFX），提供多种风格，为你的游戏增添丰富表现力！本特效包会非常频繁地更新新内容，价格也会根据新增内容定期进行调整。 所有 VFX 均经过良好优化，适用于移动端与主机平台。 支持 Standard 渲染管线、Universal Render Pipeline（URP）
  20003502  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20003502
      一套围绕吟游诗人风格魔法打造的写实风格VFX特效包，将音乐、节奏与辅助能力相结合。非常适用于治疗、增益效果以及以表演驱动的玩法系统。
  20002276  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002276
      本套装包含大量可直接使用的游戏特效，提供多种风格，让你的游戏视觉更加丰富！该套装会定期更新内容，并相应调整价格以反映最新更新。 所有特效均经过优化，适用于移动端和主机平台。 兼容以下渲染管线：标准渲染管线 (Standard)、通用渲染管线 (URP) 和 高清渲染管线 (HDRP)。
  20002248  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002248
      包含 **126 种独特的元素惩戒特效（Smite VFX）**！ 这些特效提供多种魔法变体，例如火焰、水系、电击等，满足丰富的战斗与技能表现需求。 兼容所有渲染管线！请注意：我们的 Shader 与部分 2D 项目不兼容。
  20002241  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002241
      踏入禁忌之术，体验 ARPG 死灵法术特效包 —— 一套风格化的黑暗魔法特效合集，融合了幽魂能量、奥术腐蚀以及诡秘的异界光辉。每一个特效都仿佛拥有生命，在流动的动势、破碎的光影与秘术纹样中翻涌，同时保持清晰可读，完美契合快节奏的 ARPG 战斗体验。
  20002246  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002246
      踏入剧毒迷雾，体验 ARPG 毒素特效包 —— 一套融合毒液、腐化与炼金能量的风格化法术特效合集。每个特效都脉动着流畅的动势与诡异的光辉，在快节奏的 ARPG 战斗中既视觉冲击力十足，又保持清晰易读。
  20002244  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002244
      踏入猩红力量的光辉之中，体验 Crimson VFX —— 一套源自能量、仪式与强烈张力的风格化法术特效合集。每个特效都充满流动感与强烈对比，在保持清晰可读性的同时，呈现出大胆而神秘的视觉表现。
  20004408  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004408
      一套写实风格的VFX特效包，包含火焰、爆炸与烟雾效果。具备高冲击力表现、细致的动态细节以及可扩展的强度控制。非常适用于战斗、破坏场景以及沉浸式事件表现。
  20006504  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20006504
      用于游戏和模拟项目的写实雪景资源，包含高品质雪地纹理和动态降雪粒子效果。
  20004407  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004407
      一套写实风暴VFX特效包，包含带电云层、风与闪电效果。非常适用于环境叙事、战斗技能以及沉浸式氛围表现。
  20002245  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002245
      该资源包包含大量即用型游戏特效（VFX），提供多种不同风格，为你的游戏增添更多变化与表现力！
  20001589  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001589
      海量冰纹理和着色器变体库，支持移动设备。冰可用作湖泊、河流或模型表面。众多选项让您可以控制冰的几乎所有方面。
  20002339  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002339
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20001952  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001952
      基于顶点外拓的 URP 描边方案 — 最快的 3D 描边技术。
  20002495  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20002495
      帮助您轻松制作游戏。
  20002496  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20002496
      这个软件包可以帮助你轻松创建游戏。
  20002622  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002622
      精彩的动漫特效合集!
  20002271  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002271
      释放你的 气（KI）能量，收集星球光球，对敌人投掷旋转飞刃——尽在我们超棒的 动漫 VFX 特效包（ANIME VFX Pack）！ ✨⚡
  20004406  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004406
      一套专注于对话气泡与漫画风格语言元素的风格化VFX特效包，旨在强化游戏中的沟通表达、角色反应以及UI反馈。
  20004710  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004710
      一款风格化的卡通打击与动态投射物视觉特效包，旨在提供清晰的视觉反馈、强烈的打击感以及适配快节奏的游戏体验。非常适用于战斗系统、技能效果、街机射击以及富有表现力的动作场景。
  20003062  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003062
      125 种卡通特效，助您轻松制作游戏。
  20003063  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003063
      这个软件包可以帮助你制作出精彩的游戏。
  20004708  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004708
      一款风格化的卡通表情动画视觉特效包，旨在增强反馈表现、情绪传达与玩家之间的沟通。非常适用于UI反馈、战斗提示、社交系统以及富有表现力的游戏时刻。
  20004403  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20004403
      一套风格化卡通VFX特效包，包含有力的打击效果和清晰的状态表现。专为快节奏玩法打造，强化战斗反馈、伤害可读性以及角色状态的清晰表达。
  20002274  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002274
      使用 Harvest Crops Cartoon Pack（卡通风格农作物收获包） 为你的 Unity 项目打造充满生机、有趣的农场世界吧！ 本资源包包含 300+ 风格化 3D 模型，非常适合 农场模拟、村庄建设、休闲游戏 等项目。
  20000158  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20000158
      双面着色器，可让你卷起纸张、地图、卷轴等（任何矩形平面物体）。包含噪声效果。（可在 Amplify Shader Editor 或 Shader Graph 中编辑，支持 URP、HDRP）
  20001995  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001995
      通过叠加材质提亮物体，内置 5 种高亮效果，适用于提示重点物体。
  20002286  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002286
      17 个炫酷的召回特效，非常适合 MOBA 游戏！召回效果包含独立的起飞与到达特效，因此你也可以将它们用于瞬移或生成效果（spawn FX）！ ✅ 兼容所有渲染管线！请注意，我们的着色器不兼容某些 2D 设置。
  20002247  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002247
      每个史莱姆生物都带有动画，拥有丰富多样的动作与表情，能够吸引玩家并提升整体游戏体验。从弹跳活泼到安静温和，这些史莱姆伙伴在制作过程中注重每一个细节，确保它们能够自然融入你的游戏美术风格与叙事氛围中。
  20000330  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20000330
      图形锦囊，集成了多个游戏常用效果方案，让你的游戏有更多现成效果可用。
  20003787  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003787
      效果绘制了圆形环绕粒子效果
  20002340  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002340
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20002623  https://assetstore.u3d.cn/packages/vfx/shaders/fullscreen-camera-effects/assetstore-package-20002623
      后处理地图扫描器。无需编辑你的场景即可运行！
  20003825  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003825
      这个效果是模拟墨水遇水化开的效果
  20004816  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20004816
      All Frame FX In One 是 Unity 的终极一体化边框特效解决方案 —— 将先进的多边形 UI 边框、基于 Shader 的动画特效以及完整的 Mesh Frame 支持整合到同一个强大资产包中。
  20003807  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003807
      这个效果是把照片转化为重叠在一起的三角形面片，组成的图像看上去像是用玻璃组成
  20002287  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002287
      此套件包含大量即用型游戏特效（VFX），多种风格可为你的游戏增添趣味！ 所有特效均经过优化，可在移动端和主机平台上顺畅运行。 兼容标准渲染管线（Standard）、通用渲染管线（URP）及高画质渲染管线（HDRP）。
  20002342  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002342
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20002254  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002254
      隆重推出 LEVEL UP 角色系列！该系列中的每个角色都包含 3 种不同形态的进化变身，并在每个等级呈现独特的**冰雪主题设计**。通过探索我们的其他角色，为你的游戏注入更丰富的层次感与成长体验。别错过用 LEVEL UP 系列 全面提升你游戏开发表现力的机会。
  20002355  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002355
      这个资源包包含大量可直接用于游戏的 VFX，风格多样，为你的游戏增添更多表现力！本资源包会非常频繁地更新新内容，价格也会根据内容增长进行相应调整。 所有 VFX 都经过良好优化，支持移动端和主机平台。
  20002257  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002257
      通过 **Piloto Studio 的屏幕空间状态特效包（Screen-Space Status VFX Pack）**，为玩家提供即时且沉浸式的视觉反馈。 该合集包含 40+ 种极具视觉冲击力的屏幕空间特效，可直接叠加在玩家摄像机之上。非常适合用于表现 RPG、MOBA、Roguelike 或叙
  20001948  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001948
      适用于 URP 的轻量级平面阴影方案。
  20002348  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002348
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20000290  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20000290
      使用我们广泛收集的高质量、独特的动画图标来增强您的设计。轻松增强界面吸引力并优化性能。
  20002268  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002268
      通过这个资源包，为你的项目升级一个完整动画化、建模并设计了音效的宝箱开启序列！ 使用 Sequencer 制作，只需 拖拽即可 将其加入你的游戏中。 兼容所有渲染管线！请注意，某些 2D 项目可能不兼容我们的 Shader。
  20000666  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20000666
      影子接收器将在不可见的物体/平面上启用实时阴影
  20006267  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20006267
      懒人式粒子特效百宝箱是面向独立游戏开发者的一站式粒子特效管理工具集。内置 13 个专业工具，覆盖 特效浏览、材质配置、性能优化、特效合成全流程。支持 URP 与内置渲染管线，兼容团结引擎。零代码 操作，一键完成材质修复、渲染管线转换、移动端批量优化等繁琐工作，让特效管理变得简单高效。
  20006713  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20006713
      War‑FX 基于 Unity 原生粒子系统（Particle System）制作的战争类粒子特效资源包，并非独立第三方特效引擎，专门用于射击、战争、FPS、战场类游戏，快速提供爆炸、火焰、枪口火花、子弹撞击等战斗视觉效果。
  20003912  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20003912
      扑克牌的四个角搓牌效果，翻折边缘褶皱效果，翻折后的阴影效果，可动态替换牌面和牌背面
  20002278  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002278
      使用 Tower Defense Kit Megapack for Unity 打造史诗级防御阵线！这个强大的资源包包含 13 种独特的防御塔变体，每种防御塔都拥有 5 个升级等级，并配有风格化的视觉特效，用于直观展示它们在游戏中的力量成长与进阶过程。
  20001914  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20001914
      高亮显示攻击范围，支持圆形、扇形、矩形和线形，支持自定义样式，支持进度显示，可用于移动平台。
  20003897  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003897
      这个效果可以将一个3D模型以随机线条的方式重新绘制出来
  20003929  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003929
      500 多种插槽特效，助您轻松制作游戏。循环精灵图集
  20003832  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003832
      这个特效包可以帮助你轻松制作游戏。
  20003893  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003893
      这个效果会展现五彩缤纷的流动的线段，这些线段会根据鼠标的位置而改变流动的方向和速度！
  20003726  https://assetstore.u3d.cn/packages/vfx/particles/fire-explosions/assetstore-package-20003726
      感谢你帮助你把游戏做得这么棒！
  20000160  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20000160
      24 种高品质视觉特效让你的游戏焕然一新！这套多功能特效适用于动态物体移动或迷人的新生儿，为每个游戏时刻增添魔力
  20003869  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003869
      这个效果使用了圆圈做环绕的动画，来表现彩虹的效果
  20003702  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003702
      这个插件模拟了无限循环的效果
  20003768  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003768
      这个效果展示了无限的拼接循环的效果
  20002281  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002281
      包含 12 个暗影主题家族，每个家族有 3 个角色等级 + 一个狼人 Boss 和 2 个狼仆角色。总计 39 个角色，包括： 狼人（附带 VFX） 狼群 龙 黑暗蘑菇 黑暗生物 骷髅 独眼巨人 蜘蛛 眼睛触手 飞行恶魔 黑暗骑士 黑猫
  20002624  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002624
      用于 AAA 级画质的终极能量球合集
  20002253  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002253
      隆重推出 LEVEL UP 角色系列！该系列中的每个角色都包含3 种不同形态的进化变身，每个等级都拥有极具吸引力的设计。通过我们的其他角色，为你的游戏注入层次感与成长感。别错过用 LEVEL UP 系列 全面提升你游戏开发表现力的机会。
  20003612  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003612
      这个效果是模拟了枝条生长的效果。
  20002251  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002251
      通过 **Ultimate Pings & Markers Pack** 强化你游戏的沟通系统——这是一套完整的高可读性风格化标记特效合集，专为游戏内信号提示与团队协作而设计。无论你正在打造战术射击、MOBA、RTS，还是合作玩法体验，这个特效包都能为你提供实时引导玩家所需的一切视觉元素。
  20002250  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002250
      该资源包包含 **64 种即用型游戏特效（VFX）**，涵盖多种风格，为你的游戏增添更多表现力与趣味性！
  20003729  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003729
      模拟了棉絮飘散的效果
  20002346  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002346
      该资源包包含大量可直接用于游戏的 VFX，涵盖多种风格与表现形式，为你的游戏增添更多视觉亮点！ 所有特效都经过良好性能优化，适用于移动端和主机平台。 同时支持 Unity 内置渲染管线（Built-in）、通用渲染管线（URP） 以及 高清渲染管线（HDRP），即插即用，兼容性拉满。
  20003701  https://assetstore.u3d.cn/packages/vfx/particles/assetstore-package-20003701
      这个效果是用粒子营造出模糊的背景效果
  20003870  https://assetstore.u3d.cn/packages/vfx/assetstore-package-20003870
      这个效果模拟了橡皮筋弹跳的效果
  20003500  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20003500
      一套风格化的死灵法术特效包，包含亡灵之手、幽灵投射物、骨骼与骷髅等元素。非常适用于黑暗魔法技能、诅咒攻击、召唤效果以及奇诡氛围的奇幻战斗场景。
  20003966  https://assetstore.u3d.cn/packages/vfx/shaders/assetstore-package-20003966
      一款带毛发的猫咪模型。
  20002275  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002275
      该资源包包含大量可直接用于游戏的VFX，提供多种风格选择，为你的游戏增添更多表现力！ 所有特效均经过良好优化，适用于移动端和主机平台。 支持标准渲染管线（Standard）、通用渲染管线（URP）以及高清渲染管线（HDRP）。
  20002350  https://assetstore.u3d.cn/packages/vfx/particles/spells/assetstore-package-20002350
